SEQ_NAME	START	END	STRAND	NAME
chrXIV	56103	57736	-	YNL307C
chrXIV	58129	58922	+	YNL306W
chrXIV	58810	59822	-	YNL305C
chrXIV	60247	61677	+	YNL304W
chrXIV	61510	61857	+	YNL303W
chrXIV	61829	62964	-	YNL302C
chrXIV	63410	64586	-	YNL301C
chrXIV	65652	66308	+	YNL300W
chrXIV	66433	68504	+	YNL299W
chrXIV	68726	71544	+	YNL298W
chrXIV	71673	76583	-	YNL297C
chrXIV	76273	76587	+	YNL296W
chrXIV	76809	78657	+	YNL295W
chrXIV	78504	80439	-	YNL294C
chrXIV	80576	82642	+	YNL293W
chrXIV	82797	84128	+	YNL292W
chrXIV	84049	86027	-	YNL291C
chrXIV	86210	87315	+	YNL290W
chrXIV	87826	88872	+	YNL289W
chrXIV	89072	89307	+	snR40
chrXIV	90162	91576	+	YNL288W
chrXIV	91805	95033	+	YNL287W
chrXIV	95128	96161	+	YNL286W
chrXIV	96173	96544	+	YNL285W
chrXIV	96964	102232	-	YNL284C-B
chrXIV	100910	102232	-	YNL284C-A
chrXIV	103046	104055	-	YNL284C
chrXIV	105066	107061	-	YNL283C
chrXIV	107687	108274	+	YNL282W
chrXIV	108448	109120	+	YNL281W
chrXIV	108990	110484	-	YNL280C
chrXIV	110917	112902	+	YNL279W
chrXIV	113155	116642	+	YNL278W
chrXIV	116692	117185	+	YNL277W-A
chrXIV	117239	118929	+	YNL277W
chrXIV	118372	119067	-	YNL276C
chrXIV	119251	121087	+	YNL275W
chrXIV	121012	122237	-	YNL274C
chrXIV	122834	126653	+	YNL273W
chrXIV	126693	129180	-	YNL272C
chrXIV	129522	135383	-	YNL271C
chrXIV	135846	137849	-	YNL270C
chrXIV	137699	138094	+	YNL269W
chrXIV	138495	140518	+	YNL268W
chrXIV	140779	144209	+	YNL267W
chrXIV	144245	144664	+	YNL266W
chrXIV	144130	145302	-	YNL265C
chrXIV	145421	146619	-	YNL264C
chrXIV	146796	147983	-	YNL263C
chrXIV	148212	154880	+	YNL262W
chrXIV	155029	156641	+	YNL261W
chrXIV	156859	157455	-	YNL260C
chrXIV	157554	157894	-	YNL259C
chrXIV	157994	160381	-	YNL258C
chrXIV	160631	164320	-	YNL257C
chrXIV	164571	167157	+	YNL256W
chrXIV	167048	167817	-	YNL255C
chrXIV	167815	169296	-	YNL254C
chrXIV	169986	171442	+	YNL253W
chrXIV	171312	172306	-	YNL252C
chrXIV	172513	174587	-	YNL251C
chrXIV	175410	179348	+	YNL250W
chrXIV	179133	181044	-	YNL249C
chrXIV	181160	182646	-	YNL248C
chrXIV	182887	185280	+	YNL247W
chrXIV	185453	186627	+	YNL246W
chrXIV	186346	186885	-	YNL245C
chrXIV	187036	187529	-	YNL244C
chrXIV	187998	191037	+	YNL243W
chrXIV	191324	196102	+	YNL242W
chrXIV	196228	198002	-	YNL241C
chrXIV	198390	199998	-	YNL240C
chrXIV	200552	202063	+	YNL239W
chrXIV	202146	205004	+	YNL238W
chrXIV	205141	206751	+	YNL237W
chrXIV	206883	209945	+	YNL236W
chrXIV	209548	209979	-	YNL235C
chrXIV	210200	211644	+	YNL234W
chrXIV	211737	214685	+	YNL233W
chrXIV	214863	215867	+	YNL232W
chrXIV	215910	217190	-	YNL231C
chrXIV	217144	218725	-	YNL230C
chrXIV	219137	220201	-	YNL229C
chrXIV	220645	221421	+	YNL228W
chrXIV	220587	222487	-	YNL227C
chrXIV	222239	222649	+	YNL226W
chrXIV	222617	224516	-	YNL225C
chrXIV	224659	227188	-	YNL224C
chrXIV	227366	228922	+	YNL223W
chrXIV	229057	229890	+	YNL222W
chrXIV	229992	230672	-	snR19
chrXIV	230926	233757	-	YNL221C
chrXIV	234322	235821	+	YNL220W
chrXIV	235829	237809	-	YNL219C
chrXIV	237995	240065	+	YNL218W
chrXIV	240304	241418	+	YNL217W
chrXIV	241606	244308	+	YNL216W
chrXIV	244435	245495	+	YNL215W
chrXIV	245596	246470	+	YNL214W
chrXIV	246336	247192	-	YNL213C
chrXIV	247401	249956	+	YNL212W
chrXIV	249877	250366	-	YNL211C
chrXIV	250931	251743	+	YNL210W
chrXIV	252036	254019	+	YNL209W
chrXIV	254399	255112	+	YNL208W
chrXIV	255228	256680	+	YNL207W
chrXIV	256715	258162	-	YNL206C
chrXIV	258155	258577	-	YNL205C
chrXIV	258375	259277	-	YNL204C
chrXIV	259439	260050	-	YNL203C
chrXIV	259558	260504	+	YNL202W
chrXIV	260432	263464	-	YNL201C
chrXIV	263633	264553	-	YNL200C
chrXIV	264749	266658	-	YNL199C
chrXIV	266514	266816	-	YNL198C
chrXIV	267507	269953	-	YNL197C
chrXIV	270275	271171	-	YNL196C
chrXIV	271449	272269	-	YNL195C
chrXIV	272710	273615	-	YNL194C
chrXIV	274344	276097	+	YNL193W
chrXIV	276346	279982	+	YNL192W
chrXIV	280370	281581	+	YNL191W
chrXIV	282155	283156	+	YNL190W
chrXIV	284068	286009	+	YNL189W
chrXIV	286207	287631	+	YNL188W
chrXIV	287811	289451	+	YNL187W
chrXIV	289345	291983	+	YNL186W
chrXIV	292066	292771	-	YNL185C
chrXIV	292557	292883	-	YNL184C
chrXIV	293030	295713	-	YNL183C
chrXIV	295875	297687	-	YNL182C
chrXIV	298266	299673	+	YNL181W
chrXIV	299563	300841	-	YNL180C
chrXIV	300666	301103	-	YNL179C
chrXIV	302662	303461	+	YNL178W
chrXIV	303518	304664	-	YNL177C
chrXIV	304819	307159	-	YNL176C
chrXIV	307280	308648	-	YNL175C
chrXIV	308074	308646	+	YNL174W
chrXIV	308862	310109	-	YNL173C
chrXIV	310636	315882	+	YNL172W
chrXIV	315629	315997	-	YNL171C
chrXIV	315978	316373	+	YNL170W
chrXIV	316058	317778	-	YNL169C
chrXIV	317874	318843	-	YNL168C
chrXIV	319199	321703	-	YNL167C
chrXIV	322099	323575	-	YNL166C
chrXIV	323755	325203	+	YNL165W
chrXIV	325198	326485	-	YNL164C
chrXIV	326622	330138	-	YNL163C
chrXIV	330304	330922	+	YNL162W-A
chrXIV	331292	332244	+	YNL162W
chrXIV	332457	334956	+	YNL161W
chrXIV	336490	337837	+	YNL160W
chrXIV	338030	339368	-	YNL159C
chrXIV	339612	340208	+	YNL158W
chrXIV	340328	340939	+	YNL157W
chrXIV	340946	342139	-	YNL156C
chrXIV	342412	343465	+	YNL155W
chrXIV	343505	345509	-	YNL154C
chrXIV	345471	346095	-	YNL153C
chrXIV	346277	347610	+	YNL152W
chrXIV	347621	348571	-	YNL151C
chrXIV	349251	349658	+	YNL150W
chrXIV	349262	349774	-	YNL149C
chrXIV	349741	350682	-	YNL148C
chrXIV	350859	351426	+	YNL147W
chrXIV	351386	351580	-	YNL146C-A
chrXIV	351645	352327	+	YNL146W
chrXIV	352373	352699	+	YNL145W
chrXIV	352757	355157	-	YNL144C
chrXIV	353061	353144	+	YNL144W-A
chrXIV	356794	357186	-	YNL143C
chrXIV	357173	359041	+	YNL142W
chrXIV	359571	360754	+	YNL141W
chrXIV	360730	361541	-	YNL140C
chrXIV	360924	365717	-	YNL139C
chrXIV	366038	366629	+	YNL138W-A
chrXIV	366715	368466	+	YNL138W
chrXIV	368376	370149	-	YNL137C
chrXIV	370348	371750	+	YNL136W
chrXIV	371689	372257	-	YNL135C
chrXIV	372400	373626	-	YNL134C
chrXIV	374057	374712	-	YNL133C
chrXIV	375230	378578	+	YNL132W
chrXIV	378720	379550	+	YNL131W
chrXIV	379446	380873	-	YNL130C
chrXIV	381226	381855	-	YNL130C-A
chrXIV	381436	382325	+	YNL129W
chrXIV	382359	383663	+	YNL128W
chrXIV	383934	387002	+	YNL127W
chrXIV	387164	389843	+	YNL126W
chrXIV	390049	392343	-	YNL125C
chrXIV	392864	394458	+	YNL124W
chrXIV	394652	397742	+	YNL123W
chrXIV	397875	398339	-	YNL122C
chrXIV	398448	400585	-	YNL121C
chrXIV	401033	401518	-	YNL120C
chrXIV	401032	402653	+	YNL119W
chrXIV	402485	405616	-	YNL118C
chrXIV	406352	408104	+	YNL117W
chrXIV	408280	410068	+	YNL116W
chrXIV	409966	412074	-	YNL115C
chrXIV	412276	413262	-	YNL114C
chrXIV	412723	413378	+	YNL113W
chrXIV	413598	416414	+	YNL112W
chrXIV	416699	417333	-	YNL111C
chrXIV	417706	418526	-	YNL110C
chrXIV	418869	419885	+	YNL109W
chrXIV	418860	419864	-	YNL108C
chrXIV	420058	420940	+	YNL107W
chrXIV	420862	424597	-	YNL106C
chrXIV	424155	424583	+	YNL105W
chrXIV	424753	426864	-	YNL104C
chrXIV	426719	426808	+	YNL103W-A
chrXIV	427579	429836	+	YNL103W
chrXIV	430087	434493	+	YNL102W
chrXIV	434812	437330	+	YNL101W
chrXIV	437571	438433	+	YNL100W
chrXIV	438305	439307	-	YNL099C
chrXIV	439482	440584	-	YNL098C
chrXIV	440797	440919	-	YNL097C-B
chrXIV	441246	442466	-	YNL097C
chrXIV	441302	441607	+	YNL097W-A
chrXIV	443191	444359	-	YNL096C
chrXIV	444667	447006	-	YNL095C
chrXIV	447336	449425	+	YNL094W
chrXIV	449608	450805	+	YNL093W
chrXIV	450806	452153	+	YNL092W
chrXIV	452267	456202	+	YNL091W
chrXIV	456406	457501	+	YNL090W
chrXIV	456693	457169	-	YNL089C
chrXIV	457704	461990	+	YNL088W
chrXIV	462344	466152	+	YNL087W
chrXIV	466237	466730	+	YNL086W
chrXIV	466865	469918	+	YNL085W
chrXIV	469976	471156	-	YNL084C
chrXIV	471347	473092	+	YNL083W
chrXIV	473346	476095	+	YNL082W
chrXIV	476011	476653	-	YNL081C
chrXIV	476826	478204	-	YNL080C
chrXIV	478386	479205	-	YNL079C
chrXIV	479759	481142	+	YNL078W
chrXIV	481243	483039	+	YNL077W
chrXIV	483284	485371	+	YNL076W
chrXIV	485548	486552	+	YNL075W
chrXIV	486609	488170	-	YNL074C
chrXIV	488369	490209	+	YNL073W
chrXIV	490296	491323	+	YNL072W
chrXIV	491492	493126	+	YNL071W
chrXIV	493313	493685	+	YNL070W
chrXIV	493800	495016	-	YNL069C
chrXIV	495531	498499	-	YNL068C
chrXIV	498538	498684	+	YNL067W-A
chrXIV	499417	499557	+	YNL067W-B
chrXIV	499648	500486	+	YNL067W
chrXIV	501021	502975	+	YNL066W
chrXIV	503631	505611	+	YNL065W
chrXIV	505746	507290	-	YNL064C
chrXIV	507781	508745	+	YNL063W
chrXIV	508675	510241	-	YNL062C
chrXIV	510522	512555	+	YNL061W
chrXIV	512544	514951	-	YNL059C
chrXIV	515656	516741	-	YNL058C
chrXIV	516403	516735	+	YNL057W
chrXIV	517224	517934	+	YNL056W
chrXIV	517933	518884	-	YNL055C
chrXIV	519456	520778	+	YNL054W-A
chrXIV	519456	524706	+	YNL054W-B
chrXIV	526086	529583	+	YNL054W
chrXIV	529822	531545	+	YNL053W
chrXIV	531694	532443	+	YNL052W
chrXIV	532659	533911	+	YNL051W
chrXIV	534016	535001	-	YNL050C
chrXIV	535189	537925	-	YNL049C
chrXIV	538146	539919	+	YNL048W
chrXIV	539828	541910	-	YNL047C
chrXIV	542327	542976	+	YNL046W
chrXIV	542991	545045	+	YNL045W
chrXIV	545197	546045	+	YNL044W
chrXIV	545123	546035	-	YNL043C
chrXIV	547113	547370	+	YNL042W-B
chrXIV	547894	549393	+	YNL042W
chrXIV	549289	552042	-	YNL041C
chrXIV	553351	554903	+	YNL040W
chrXIV	555030	556885	+	YNL039W
chrXIV	557009	557896	+	YNL038W
chrXIV	557794	559107	-	YNL037C
chrXIV	559763	560534	+	YNL036W
chrXIV	568308	569723	-	YNL035C
chrXIV	570477	572315	+	YNL034W
chrXIV	572987	573964	+	YNL033W
chrXIV	574366	575481	+	YNL032W
chrXIV	575390	576066	-	YNL031C
chrXIV	576697	577214	+	YNL030W
chrXIV	577115	578818	-	YNL029C
chrXIV	578679	578996	+	YNL028W
chrXIV	579471	581721	+	YNL027W
chrXIV	581901	583486	+	YNL026W
chrXIV	584307	585344	-	YNL025C
chrXIV	585587	585926	+	NME1
chrXIV	586090	586335	+	snR66
chrXIV	586333	586874	-	YNL024C-A
chrXIV	587004	587866	-	YNL024C
chrXIV	588186	591222	-	YNL023C
chrXIV	591332	592924	-	YNL022C
chrXIV	593167	595480	+	YNL021W
chrXIV	595471	597667	-	YNL020C
chrXIV	598376	599230	-	YNL019C
chrXIV	599936	601774	-	YNL018C
chrXIV	602138	602476	-	YNL017C
chrXIV	602854	604295	+	YNL016W
chrXIV	605331	605699	+	YNL015W
chrXIV	606319	609453	+	YNL014W
chrXIV	609133	609510	-	YNL013C
chrXIV	609675	611824	+	YNL012W
chrXIV	611755	613204	-	YNL011C
chrXIV	613596	614471	+	YNL010W
chrXIV	614787	616249	+	YNL009W
chrXIV	616172	618268	-	YNL008C
chrXIV	618455	619706	-	YNL007C
chrXIV	620057	621325	+	YNL006W
chrXIV	621237	622473	-	YNL005C
chrXIV	622895	624750	+	YNL004W
chrXIV	624789	625861	-	YNL003C
chrXIV	626109	627159	-	YNL002C
chrXIV	627393	628683	+	YNL001W
chrXIV	629502	631161	-	YNR001C
chrXIV	631206	631806	+	YNR001W-A
chrXIV	632860	633896	-	YNR002C
chrXIV	634244	635326	-	YNR003C
chrXIV	634420	634518	+	YNR003W-A
chrXIV	635917	636789	+	YNR004W
chrXIV	636931	637335	-	YNR005C
chrXIV	636958	638981	+	YNR006W
chrXIV	638879	640140	-	YNR007C
chrXIV	640365	642626	+	YNR008W
chrXIV	642606	643521	+	YNR009W
chrXIV	643702	644271	+	YNR010W
chrXIV	644163	646960	-	YNR011C
chrXIV	647340	649016	+	YNR012W
chrXIV	648926	651755	-	YNR013C
chrXIV	652414	653272	+	YNR014W
chrXIV	653376	654641	+	YNR015W
chrXIV	654673	661374	-	YNR016C
chrXIV	662738	663719	+	YNR017W
chrXIV	664220	665070	+	YNR018W
chrXIV	665339	667267	+	YNR019W
chrXIV	667410	668222	-	YNR020C
chrXIV	668350	669775	+	YNR021W
chrXIV	669661	670226	-	YNR022C
chrXIV	670378	672207	+	YNR023W
chrXIV	672393	673041	+	YNR024W
chrXIV	672702	673061	-	YNR025C
chrXIV	672937	674725	-	YNR026C
chrXIV	674854	676137	+	YNR027W
chrXIV	676110	677193	+	YNR028W
chrXIV	677111	678517	-	YNR029C
chrXIV	678738	680608	+	YNR030W
chrXIV	680694	685433	-	YNR031C
chrXIV	685905	687218	+	YNR032W
chrXIV	687141	687496	-	YNR032C-A
chrXIV	687629	690063	+	YNR033W
chrXIV	690209	691534	+	YNR034W
chrXIV	692489	692960	+	YNR034W-A
chrXIV	692974	694055	-	YNR035C
chrXIV	694198	694832	-	YNR036C
chrXIV	694941	695336	-	YNR037C
chrXIV	695591	697632	+	YNR038W
chrXIV	697561	699474	-	YNR039C
chrXIV	699690	700525	+	YNR040W
chrXIV	700499	701687	-	YNR041C
chrXIV	701238	701666	+	YNR042W
chrXIV	701875	703232	+	YNR043W
chrXIV	703582	705945	+	YNR044W
chrXIV	706108	707657	+	YNR045W
chrXIV	707776	708307	+	YNR046W
chrXIV	708458	711463	+	YNR047W
chrXIV	711571	713004	+	YNR048W
chrXIV	712933	713673	-	YNR049C
chrXIV	713925	715427	-	YNR050C
chrXIV	716115	716409	+	snR49
chrXIV	716343	718551	-	YNR051C
chrXIV	719295	720741	-	YNR052C
chrXIV	720930	723139	-	YNR053C
chrXIV	721809	722211	-	snR191
chrXIV	723312	724333	-	YNR054C
chrXIV	728348	730643	-	YNR055C
chrXIV	731458	733415	-	YNR056C
chrXIV	733267	734084	-	YNR057C
chrXIV	734025	735763	+	YNR058W
chrXIV	736696	738636	+	YNR059W
chrXIV	739921	742170	+	YNR060W
chrXIV	742567	743626	-	YNR061C
chrXIV	744360	745343	-	YNR062C
chrXIV	746943	748766	+	YNR063W
chrXIV	748889	750003	-	YNR064C
chrXIV	750350	753700	-	YNR065C
chrXIV	753307	755022	-	YNR066C
chrXIV	755648	759145	-	YNR067C
chrXIV	760067	760885	-	YNR068C
chrXIV	761123	762592	-	YNR069C
chrXIV	765375	769376	+	YNR070W
chrXIV	770310	771856	-	YNR071C
chrXIV	772657	774351	+	YNR072W
chrXIV	774660	776300	-	YNR073C
chrXIV	777602	778738	-	YNR074C
chrXIV	779916	781040	+	YNR075W
chrXIV	781511	781603	-	YNR075C-A
chrXIV	781918	782280	+	YNR076W
chrXIV	783287	783541	-	YNR077C
chrXV	585	740	+	YOL166W-A
chrXV	1000	1338	-	YOL166C
chrXV	1647	2078	-	YOL165C
chrXV	4130	4312	+	YOL164W-A
chrXV	5897	8205	+	YOL164W
chrXV	9597	10106	+	YOL163W
chrXV	10096	10887	+	YOL162W
chrXV	11549	11911	-	YOL161C
chrXV	14313	14654	+	YOL160W
chrXV	14735	15532	-	YOL159C-A
chrXV	17245	17814	-	YOL159C
chrXV	19339	21333	-	YOL158C
chrXV	22381	24348	-	YOL157C
chrXV	25273	26976	+	YOL156W
chrXV	27084	27218	+	YOL155W-A
chrXV	28598	31660	-	YOL155C
chrXV	34611	35499	+	YOL154W
chrXV	36502	38614	-	YOL153C
chrXV	40738	42733	+	YOL152W
chrXV	43677	44791	+	YOL151W
chrXV	44473	44784	-	YOL150C
chrXV	44919	45604	+	YOL149W
chrXV	45760	47574	-	YOL148C
chrXV	47782	48665	-	YOL147C
chrXV	48851	49508	+	YOL146W
chrXV	49418	52839	-	YOL145C
chrXV	53050	54613	+	YOL144W
chrXV	54522	55142	-	YOL143C
chrXV	55545	56350	+	YOL142W
chrXV	56452	58539	+	YOL141W
chrXV	58706	60117	+	YOL140W
chrXV	60263	61104	-	YOL139C
chrXV	61325	65350	-	YOL138C
chrXV	65565	67363	+	YOL137W
chrXV	67227	68976	-	YOL136C
chrXV	69216	70068	-	YOL135C
chrXV	70156	70545	-	YOL134C
chrXV	70291	70976	+	YOL133W
chrXV	71300	72715	+	YOL132W
chrXV	73031	73357	+	YOL131W
chrXV	74148	77339	+	YOL130W
chrXV	77540	78257	+	YOL129W
chrXV	78199	79480	-	YOL128C
chrXV	80323	81269	+	YOL127W
chrXV	81548	82996	-	YOL126C
chrXV	83779	85290	+	YOL125W
chrXV	85398	86785	-	YOL124C
chrXV	87464	89446	+	YOL123W
chrXV	89565	91459	-	YOL122C
chrXV	91947	92870	-	YOL121C
chrXV	93307	94422	-	YOL120C
chrXV	94709	96397	-	YOL119C
chrXV	96608	96916	-	YOL118C
chrXV	97514	99593	+	YOL117W
chrXV	99678	101189	+	YOL116W
chrXV	101409	103342	+	YOL115W
chrXV	103276	103942	-	YOL114C
chrXV	104147	106386	+	YOL113W
chrXV	106534	108267	+	YOL112W
chrXV	108187	108945	-	YOL111C
chrXV	109155	110040	+	YOL110W
chrXV	110241	110792	+	YOL109W
chrXV	111216	111890	-	YOL108C
chrXV	112045	113456	+	YOL107W
chrXV	112849	113592	+	YOL106W
chrXV	114011	116084	-	YOL105C
chrXV	116396	117454	-	YOL104C
chrXV	118000	123268	+	YOL103W-B
chrXV	118000	119322	+	YOL103W-A
chrXV	123837	125992	+	YOL103W
chrXV	125893	126690	-	YOL102C
chrXV	126908	127945	-	YOL101C
chrXV	129237	132482	+	YOL100W
chrXV	132017	132508	-	YOL099C
chrXV	132462	135902	-	YOL098C
chrXV	135964	136222	-	snR58
chrXV	136034	136533	+	YOL097W-A
chrXV	136440	137850	-	YOL097C
chrXV	137973	139074	-	YOL096C
chrXV	139162	141380	-	YOL095C
chrXV	141541	142594	-	YOL094C
chrXV	142789	143802	+	YOL093W
chrXV	144163	145172	+	YOL092W
chrXV	145334	147163	+	YOL091W
chrXV	147344	150358	+	YOL090W
chrXV	150226	153552	-	YOL089C
chrXV	153768	154767	-	YOL088C
chrXV	155152	158918	-	YOL087C
chrXV	159125	159539	+	YOL086W-A
chrXV	159459	160632	-	YOL086C
chrXV	161579	161791	+	YOL085W-A
chrXV	161673	162014	-	YOL085C
chrXV	162356	165331	+	YOL084W
chrXV	165620	167028	+	YOL083W
chrXV	166461	166601	-	YOL083C-A
chrXV	168457	170071	+	YOL082W
chrXV	171070	180309	+	YOL081W
chrXV	180404	181471	-	YOL080C
chrXV	181057	181455	+	YOL079W
chrXV	181660	185310	+	YOL078W
chrXV	185404	185774	+	YOL077W-A
chrXV	185772	186751	-	YOL077C
chrXV	187002	189522	+	YOL076W
chrXV	189658	193542	-	YOL075C
chrXV	193781	194836	-	YOL073C
chrXV	194948	196471	+	YOL072W
chrXV	196503	197081	+	YOL071W
chrXV	197056	198733	-	YOL070C
chrXV	198925	200292	+	YOL069W
chrXV	200363	202067	-	YOL068C
chrXV	201985	202518	-	YOL067C
chrXV	202632	204558	-	YOL066C
chrXV	204589	205912	-	YOL065C
chrXV	205996	207208	-	YOL064C
chrXV	207342	210338	-	YOL063C
chrXV	210450	212015	-	YOL062C
chrXV	212187	213870	+	YOL061W
chrXV	213742	216203	-	YOL060C
chrXV	217146	218695	+	YOL059W
chrXV	219139	220607	+	YOL058W
chrXV	220740	223049	+	YOL057W
chrXV	223205	224349	+	YOL056W
chrXV	224323	226122	-	YOL055C
chrXV	228555	229948	+	YOL054W
chrXV	230085	231272	+	YOL053W
chrXV	231294	231788	-	YOL052C-A
chrXV	232331	233701	-	YOL052C
chrXV	234350	234668	+	snR81
chrXV	234940	238185	+	YOL051W
chrXV	237882	238202	-	YOL050C
chrXV	238577	240205	+	YOL049W
chrXV	240131	241358	-	YOL048C
chrXV	241614	242747	-	YOL047C
chrXV	243466	244140	-	YOL046C
chrXV	243497	246802	+	YOL045W
chrXV	247086	248365	+	YOL044W
chrXV	248289	249617	-	YOL043C
chrXV	249759	251184	+	YOL042W
chrXV	251108	252697	-	YOL041C
chrXV	253057	253629	-	YOL040C
chrXV	254269	254811	+	YOL039W
chrXV	254727	255085	-	YOL038C-A
chrXV	255303	256160	+	YOL038W
chrXV	256626	257077	-	YOL037C
chrXV	256376	259170	+	YOL036W
chrXV	258803	259105	-	YOL035C
chrXV	259345	259687	+	snR50
chrXV	259896	263282	+	YOL034W
chrXV	263417	265172	+	YOL033W
chrXV	265333	266217	+	YOL032W
chrXV	266148	267581	-	YOL031C
chrXV	268139	269790	+	YOL030W
chrXV	269806	270808	-	YOL029C
chrXV	270633	271370	-	YOL028C
chrXV	271773	273727	-	YOL027C
chrXV	273921	274364	-	YOL026C
chrXV	274901	276979	+	YOL025W
chrXV	277086	277604	+	YOL024W
chrXV	278048	280257	+	YOL023W
chrXV	280168	281528	-	YOL022C
chrXV	282323	285434	-	YOL021C
chrXV	286106	288064	+	YOL020W
chrXV	288420	288572	+	YOL019W-A
chrXV	288756	290774	+	YOL019W
chrXV	290699	292139	-	YOL018C
chrXV	292502	294787	+	YOL017W
chrXV	294656	296226	-	YOL016C
chrXV	297078	298838	+	YOL015W
chrXV	299505	300306	+	YOL014W
chrXV	300324	300946	+	YOL013W-B
chrXV	301087	301321	+	YOL013W-A
chrXV	301326	303202	-	YOL013C
chrXV	303419	304090	-	YOL012C
chrXV	305213	307687	+	YOL011W
chrXV	307883	309143	+	YOL010W
chrXV	309265	310141	-	YOL009C
chrXV	310296	311088	+	YOL008W
chrXV	310990	312449	-	YOL007C
chrXV	312919	315469	-	YOL006C
chrXV	315762	316212	-	YOL005C
chrXV	316938	321548	+	YOL004W
chrXV	321748	323019	-	YOL003C
chrXV	323337	324371	-	YOL002C
chrXV	325249	326130	+	YOL001W
chrXV	326801	329109	+	YOR001W
chrXV	329377	331118	+	YOR002W
chrXV	331396	333073	+	YOR003W
chrXV	333548	334497	+	YOR004W
chrXV	334403	337377	-	YOR005C
chrXV	337608	338661	-	YOR006C
chrXV	338842	339983	-	YOR007C
chrXV	340965	342631	-	YOR008C
chrXV	342857	343081	-	YOR008C-A
chrXV	343929	344030	+	YOR008W-B
chrXV	343853	345930	+	YOR009W
chrXV	346095	346997	-	YOR010C
chrXV	349679	353863	+	YOR011W
chrXV	355652	355858	+	YOR011W-A
chrXV	356543	356956	+	YOR012W
chrXV	356714	357290	+	YOR013W
chrXV	357420	360400	+	YOR014W
chrXV	359744	360400	+	YOR015W
chrXV	360304	361222	-	YOR016C
chrXV	361369	363934	+	YOR017W
chrXV	364311	367033	+	YOR018W
chrXV	368127	370319	+	YOR019W
chrXV	370423	370882	-	YOR020C
chrXV	371659	372128	+	YOR020W-A
chrXV	372645	373479	-	YOR021C
chrXV	373699	375887	-	YOR022C
chrXV	375959	377813	-	YOR023C
chrXV	377847	378170	+	YOR024W
chrXV	378206	379712	+	YOR025W
chrXV	379756	380994	+	YOR026W
chrXV	381030	382931	+	YOR027W
chrXV	383208	384682	-	YOR028C
chrXV	384600	384935	+	YOR029W
chrXV	386729	388801	+	YOR030W
chrXV	389189	389532	+	YOR031W
chrXV	389660	391240	-	YOR032C
chrXV	392176	392376	+	YOR032W-A
chrXV	392358	394652	-	YOR033C
chrXV	394732	397305	-	YOR034C
chrXV	397426	397668	-	YOR034C-A
chrXV	397531	400124	-	YOR035C
chrXV	400331	401283	+	YOR036W
chrXV	401480	402757	+	YOR037W
chrXV	402665	405439	-	YOR038C
chrXV	405606	406797	+	YOR039W
chrXV	407064	407964	+	YOR040W
chrXV	407888	408134	-	snR9
chrXV	408358	408789	-	YOR041C
chrXV	408368	409860	+	YOR042W
chrXV	409775	410009	-	snR62
chrXV	410478	412486	+	YOR043W
chrXV	412756	413700	+	YOR044W
chrXV	413795	414193	+	YOR045W
chrXV	414403	415939	-	YOR046C
chrXV	416170	417814	-	YOR047C
chrXV	418521	421682	-	YOR048C
chrXV	422475	423917	-	YOR049C
chrXV	424008	424620	-	YOR050C
chrXV	424674	426155	-	YOR051C
chrXV	426519	427349	-	YOR052C
chrXV	427817	428158	+	YOR053W
chrXV	427757	429998	-	YOR054C
chrXV	429478	429912	+	YOR055W
chrXV	430188	431695	-	YOR056C
chrXV	432119	433454	+	YOR057W
chrXV	433356	436496	-	YOR058C
chrXV	438851	440293	-	YOR059C
chrXV	440229	441190	-	YOR060C
chrXV	441410	442764	+	YOR061W
chrXV	442642	443574	-	YOR062C
chrXV	444664	445967	+	YOR063W
chrXV	445992	446731	-	YOR064C
chrXV	447150	448670	+	YOR065W
chrXV	449436	451538	+	YOR066W
chrXV	451644	453503	-	YOR067C
chrXV	453691	455910	+	YOR069W
chrXV	453648	454168	-	YOR068C
chrXV	455822	457965	-	YOR070C
chrXV	459252	461317	-	YOR071C
chrXV	461502	461816	+	YOR072W
chrXV	461791	462039	+	YOR072W-A
chrXV	464469	464630	+	YOR072W-B
chrXV	464700	466659	+	YOR073W
chrXV	466591	467621	-	YOR074C
chrXV	467390	467623	+	YOR073W-A
chrXV	468195	469305	+	YOR075W
chrXV	469298	471633	-	YOR076C
chrXV	471861	472758	+	YOR077W
chrXV	472712	473408	+	YOR078W
chrXV	473338	474451	-	YOR079C
chrXV	474593	476935	+	YOR080W
chrXV	476810	479225	-	YOR081C
chrXV	479296	479637	-	YOR082C
chrXV	479533	480420	+	YOR083W
chrXV	480251	481800	+	YOR084W
chrXV	481973	483197	+	YOR085W
chrXV	483102	486972	-	YOR086C
chrXV	487626	489842	+	YOR087W
chrXV	489995	490890	-	YOR089C
chrXV	491040	492966	-	YOR090C
chrXV	493366	494534	+	YOR091W
chrXV	495046	497152	+	YOR092W
chrXV	497506	502452	-	YOR093C
chrXV	502699	503513	+	YOR094W
chrXV	503436	504398	-	YOR095C
chrXV	505766	506857	+	YOR096W
chrXV	506875	507550	-	YOR097C
chrXV	507811	511247	-	YOR098C
chrXV	511764	513101	+	YOR099W
chrXV	513030	514306	-	YOR100C
chrXV	515170	516390	+	YOR101W
chrXV	516423	516773	+	YOR102W
chrXV	516358	516874	-	YOR103C
chrXV	517626	518564	+	YOR104W
chrXV	518195	518521	+	YOR105W
